root_seed,time,previous_q,regime,control,preview_mode,unique_optimal_executions,optimal_executed_ids,any_optimum_legal_q1,all_optima_legal_q1,fraction_optimal_executions_legal_q1,on_executed,no_q_bias_executed,on_one_step_B,no_q_bias_choice_one_step_B,strict_ranking_reversal,proxy_exploitation_witness
8,0,0,PHYSICAL_SHIFT,median,nominal,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,0,PHYSICAL_SHIFT,channel2,nominal,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,0,0,COMMON_BIAS,median,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,0,COMMON_BIAS,channel2,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,0,1,NOMINAL,median,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,1,NOMINAL,channel2,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,0,1,PHYSICAL_SHIFT,median,nominal,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,1,PHYSICAL_SHIFT,channel2,nominal,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,0,1,COMMON_BIAS,median,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,0,1,COMMON_BIAS,channel2,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,6,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,6,0,NOMINAL,median,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,6,0,NOMINAL,channel2,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,6,0,PHYSICAL_SHIFT,median,nominal,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,6,0,PHYSICAL_SHIFT,channel2,nominal,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,6,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,6,0,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,6,0,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,6,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,6,1,NOMINAL,median,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,6,1,NOMINAL,channel2,faithful,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,6,1,PHYSICAL_SHIFT,median,nominal,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,6,1,PHYSICAL_SHIFT,channel2,nominal,2,"[7, 11]",False,False,0.0,7,7,0.0,0.0,False,False
8,6,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,6,1,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
8,6,1,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
9,0,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,0,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,0,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,0,0,COMMON_BIAS,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,0,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,0,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,0,1,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,0,1,COMMON_BIAS,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,0,1,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,6,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,6,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,6,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,6,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,6,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,6,0,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,6,0,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,6,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,6,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,6,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,6,1,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
9,6,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,6,1,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
9,6,1,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
10,0,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,0,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,0,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,0,0,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,0,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,0,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,0,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,0,1,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,0,1,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,6,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,6,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,6,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,6,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,6,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,6,0,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,6,0,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,6,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,6,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,6,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,6,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
10,6,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,6,1,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
10,6,1,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
11,0,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,0,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,0,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,0,0,COMMON_BIAS,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,0,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,0,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,0,1,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,0,1,COMMON_BIAS,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,0,1,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,6,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,6,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,6,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,6,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,6,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,6,0,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,6,0,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,6,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,6,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,6,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
11,6,1,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
11,6,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,6,1,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
11,6,1,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.125,0.0,True,True
12,0,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,7,0.0,0.0,True,False
12,0,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
12,0,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,7,0.0,0.0,True,False
12,0,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
12,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,0,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,7,0.0,0.0,True,False
12,0,0,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
12,0,0,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,0,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,7,0.0,0.0,True,False
12,0,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
12,0,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,7,0.0,0.0,True,False
12,0,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
12,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,0,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,7,0.0,0.0,True,False
12,0,1,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
12,0,1,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,6,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
12,6,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,6,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
12,6,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,6,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
12,6,0,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
12,6,0,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
12,6,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
12,6,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,6,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
12,6,1,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
12,6,1,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
12,6,1,COMMON_BIAS,median,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
12,6,1,COMMON_BIAS,channel2,faithful,1,[36],True,True,1.0,36,11,0.0,0.0,True,False
13,0,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
13,0,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
13,0,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.0,0.0,True,False
13,0,0,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,0,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,0,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,0,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,0,1,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,0,1,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,6,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,6,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,6,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,6,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,6,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,6,0,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,6,0,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,6,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,6,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,6,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.25,0.0,True,True
13,6,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
13,6,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,6,1,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
13,6,1,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,0,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,0,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,0,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,0,0,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,0,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,0,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,0,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,0,1,COMMON_BIAS,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,0,1,COMMON_BIAS,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,6,0,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,6,0,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,6,0,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,6,0,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,6,0,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,6,0,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,6,0,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,6,0,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,6,0,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,6,1,NOMINAL,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,6,1,NOMINAL,median,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,6,1,NOMINAL,channel2,faithful,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,6,1,PHYSICAL_SHIFT,channel0,nominal,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,6,1,PHYSICAL_SHIFT,median,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,6,1,PHYSICAL_SHIFT,channel2,nominal,1,[7],False,False,0.0,7,7,0.0,0.0,False,False
14,6,1,COMMON_BIAS,channel0,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,6,1,COMMON_BIAS,median,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
14,6,1,COMMON_BIAS,channel2,faithful,1,[20],True,True,1.0,20,7,0.125,0.0,True,True
15,0,0,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
15,0,0,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
15,0,0,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
15,0,0,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
15,0,0,PHYSICAL_SHIFT,median,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
15,0,0,PHYSICAL_SHIFT,channel2,nominal,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
15,0,0,COMMON_BIAS,channel0,faithful,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
15,0,0,COMMON_BIAS,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
15,0,0,COMMON_BIAS,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
15,0,1,NOMINAL,channel0,faithful,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
15,0,1,NOMINAL,median,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
15,0,1,NOMINAL,channel2,faithful,1,[11],False,False,0.0,11,11,0.0,0.0,False,False
15,0,1,PHYSICAL_SHIFT,channel0,nominal,1,[36],True,True,1.0,36,11,0.25,0.0,True,True
